time_s,step,observation,action_pre_scale
1772115455.236470,21,"[-0.00013315519026946276,-0.0003422129084356129,0.005916737485677004,-0.002130528911948204,-0.02556634694337845,0.007456851191818714,-0.026553921401500702,-0.00987135898321867,-0.9995986223220825,-0.0007672253996133804,0.0,-0.005370565690100193,0.007288623601198196,-0.03644312545657158,-0.0023016708437353373,0.0007672235369682312,-0.0023016706109046936,0.006905011832714081,0.001534447306767106,0.032415200024843216,0.0005754176527261734,-0.04029304161667824,-0.07252747565507889,0.07252747565507889,-0.10476190596818924,0.012210012413561344,0.04884004965424538,-0.008058608509600163,0.008058608509600163,-0.24981684982776642,-0.29816851019859314,0.03663003817200661,0.02442002482712269,-0.31865593791007996,-0.09430769085884094,0.0782654732465744,0.17127254605293274,0.5605276823043823,0.0335012823343277,0.20501357316970825,0.17872931063175201,-0.15896475315093994,0.2002241313457489,-0.6368831992149353,-0.07526468485593796,0.0,0.0,0.0]","[-0.3783286213874817,-0.09395092725753784,0.0736599862575531,0.1732746958732605,0.5620832443237305,0.03296208754181862,0.20955687761306763,0.1776469349861145,-0.160328671336174,0.2017429769039154,-0.635161280632019,-0.07381635904312134]"
1772115455.258810,22,"[-0.00013315519026946276,-0.0003422129084356129,0.005916737485677004,-0.002130528911948204,-0.02556634694337845,0.007456851191818714,-0.026553921401500702,-0.00987135898321867,-0.9995986223220825,-0.0003836117684841156,0.0,-0.005370565690100193,0.007672235369682312,-0.03644312545657158,-0.0023016708437353373,0.0007672235369682312,-0.002685282379388809,0.006905011832714081,0.0019180590752512217,0.032607004046440125,0.0007672237697988749,0.04029304161667824,0.04029304161667824,-0.024175824597477913,0.16923077404499054,0.012210012413561344,-0.02442002482712269,-0.056410256773233414,-0.08864469081163406,-0.1369963437318802,0.21758241951465607,0.02442002482712269,0.012210012413561344,-0.3783286213874817,-0.09395092725753784,0.0736599862575531,0.1732746958732605,0.5620832443237305,0.03296208754181862,0.20955687761306763,0.1776469349861145,-0.160328671336174,0.2017429769039154,-0.635161280632019,-0.07381635904312134,0.0,0.0,0.0]","[-0.43359658122062683,-0.0931660532951355,0.07214684784412384,0.1743241846561432,0.5588414072990417,0.03189229220151901,0.22030195593833923,0.17763306200504303,-0.162824347615242,0.20001071691513062,-0.6357803344726562,-0.07500356435775757]"
1772115455.277116,23,"[-0.000591161020565778,-1.8814615714290994e-06,0.005808698479086161,-0.003195793367922306,-0.026631610468029976,0.003195793367922306,-0.026553921401500702,-0.00987135898321867,-0.9995986223220825,-0.0003836117684841156,0.0003836117684841156,-0.005370565690100193,0.007288623601198196,-0.03644312545657158,-0.0023016708437353373,0.0011508390307426453,-0.002685282379388809,0.006905011832714081,0.0019180590752512217,0.032415200024843216,0.0005754176527261734,-0.008058608509600163,-0.008058608509600163,-0.16923077404499054,-0.008058608509600163,0.012210012413561344,0.0,-0.024175824597477913,-0.12087912112474442,-0.3304029405117035,0.024175824597477913,0.012210012413561344,0.0,-0.43359658122062683,-0.0931660532951355,0.07214684784412384,0.1743241846561432,0.5588414072990417,0.03189229220151901,0.22030195593833923,0.17763306200504303,-0.162824347615242,0.20001071691513062,-0.6357803344726562,-0.07500356435775757,0.0,0.0,0.0]","[-0.48873260617256165,-0.09237365424633026,0.06933090835809708,0.1767059862613678,0.5578424334526062,0.03138156607747078,0.2359064519405365,0.17632800340652466,-0.16415508091449738,0.20092886686325073,-0.6343017220497131,-0.074668288230896]"
1772115455.299356,24,"[-0.000591161020565778,-1.8814615714290994e-06,0.005808698479086161,-0.003195793367922306,-0.026631610468029976,0.003195793367922306,-0.028087329119443893,-0.009775113314390182,-0.9995576739311218,-0.0007672253996133804,0.0,-0.005370565690100193,0.007672235369682312,-0.03625131770968437,-0.002493476727977395,0.0011508390307426453,-0.002685282379388809,0.006905011832714081,0.0019180590752512217,0.032415200024843216,0.0005754176527261734,-0.12087912112474442,-0.04029304161667824,-0.12087912112474442,-0.008058608509600163,-0.0,-0.012210012413561344,-0.008058608509600163,0.04029304161667824,0.1369963437318802,-0.15311355888843536,0.012210012413561344,0.0,-0.48873260617256165,-0.09237365424633026,0.06933090835809708,0.1767059862613678,0.5578424334526062,0.03138156607747078,0.2359064519405365,0.17632800340652466,-0.16415508091449738,0.20092886686325073,-0.6343017220497131,-0.074668288230896,0.0,0.0,0.0]","[-0.5391699075698853,-0.09130226075649261,0.06407200545072556,0.18004325032234192,0.555969774723053,0.030400458723306656,0.2548479437828064,0.17395424842834473,-0.16718876361846924,0.20115725696086884,-0.6335015296936035,-0.07296539098024368]"
1772115455.316875,25,"[-0.000591161020565778,-1.8814615714290994e-06,0.005808698479086161,-0.003195793367922306,-0.026631610468029976,0.003195793367922306,-0.028087329119443893,-0.009775113314390182,-0.9995576739311218,-0.0003836117684841156,0.0,-0.005370565690100193,0.007672235369682312,-0.03644312545657158,-0.0023016708437353373,0.0011508390307426453,-0.0023016706109046936,0.006905011832714081,0.0019180590752512217,0.032607004046440125,0.0007672237697988749,0.008058608509600163,0.056410256773233414,-0.024175824597477913,0.10476190596818924,0.02442002482712269,0.061050061136484146,-0.024175824597477913,0.056410256773233414,-0.07252747565507889,0.10476190596818924,0.061050061136484146,0.0,-0.5391699075698853,-0.09130226075649261,0.06407200545072556,0.18004325032234192,0.555969774723053,0.030400458723306656,0.2548479437828064,0.17395424842834473,-0.16718876361846924,0.20115725696086884,-0.6335015296936035,-0.07296539098024368,0.0,0.0,0.0]","[-0.5879069566726685,-0.09022742509841919,0.06020168215036392,0.1821584552526474,0.5536672472953796,0.029468649998307228,0.27874821424484253,0.17190560698509216,-0.1699400693178177,0.20039470493793488,-0.6329615712165833,-0.07264118641614914]"
1772115455.337119,26,"[-0.000591161020565778,-1.8814615714290994e-06,0.005808698479086161,-0.003195793367922306,-0.026631610468029976,0.003195793367922306,-0.028087329119443893,-0.009775113314390182,-0.9995576739311218,-0.0003836117684841156,0.0003836117684841156,-0.005754177458584309,0.007672235369682312,-0.03644312545657158,-0.0023016708437353373,0.0011508390307426453,-0.002685282379388809,0.006905011832714081,0.0019180590752512217,0.032607004046440125,0.0007672237697988749,0.024175824597477913,0.1369963437318802,-0.10476190596818924,0.08864469081163406,-0.012210012413561344,0.02442002482712269,-0.056410256773233414,0.024175824597477913,-0.04029304161667824,0.04029304161667824,0.061050061136484146,0.02442002482712269,-0.5879069566726685,-0.09022742509841919,0.06020168215036392,0.1821584552526474,0.5536672472953796,0.029468649998307228,0.27874821424484253,0.17190560698509216,-0.1699400693178177,0.20039470493793488,-0.6329615712165833,-0.07264118641614914,0.0,0.0,0.0]","[-0.636353611946106,-0.0901457667350769,0.056053414940834045,0.18515679240226746,0.5527336001396179,0.029205121099948883,0.3049164414405823,0.1704971194267273,-0.17356453835964203,0.20006531476974487,-0.631709098815918,-0.07157635688781738]"
1772115455.360294,27,"[-0.000591161020565778,-1.8814615714290994e-06,0.005808698479086161,-0.003195793367922306,-0.026631610468029976,0.003195793367922306,-0.028087329119443893,-0.009775113314390182,-0.9995576739311218,-0.0003836117684841156,0.0003836117684841156,-0.005370565690100193,0.007672235369682312,-0.03644312545657158,-0.0023016708437353373,0.0011508390307426453,-0.002685282379388809,0.006905011832714081,0.0019180590752512217,0.032607004046440125,0.00038361188489943743,0.008058608509600163,-0.04029304161667824,-0.08864469081163406,0.2014652043581009,-0.012210012413561344,0.0,0.024175824597477913,-0.10476190596818924,0.12087912112474442,-0.2659340798854828,-0.012210012413561344,-0.07326007634401321,-0.636353611946106,-0.0901457667350769,0.056053414940834045,0.18515679240226746,0.5527336001396179,0.029205121099948883,0.3049164414405823,0.1704971194267273,-0.17356453835964203,0.20006531476974487,-0.631709098815918,-0.07157635688781738,0.0,0.0,0.0]","[-0.6846119165420532,-0.08903883397579193,0.05184467136859894,0.18667159974575043,0.5539749264717102,0.02957608550786972,0.3305562138557434,0.16923223435878754,-0.17631793022155762,0.2010871320962906,-0.6302838325500488,-0.06866688281297684]"
1772115455.377644,28,"[-0.0022695758379995823,0.0002769637212622911,0.005734370555728674,-0.001065264455974102,-0.002130528911948204,-0.004261057823896408,-0.028087329119443893,-0.009775113314390182,-0.9995576739311218,-0.0003836117684841156,0.0,-0.005754177458584309,0.007672235369682312,-0.03663492947816849,-0.002493476727977395,0.0011508390307426453,-0.002685282379388809,0.006905011832714081,0.0019180590752512217,0.032607004046440125,0.0007672237697988749,-0.024175824597477913,0.008058608509600163,-0.15311355888843536,-0.08864469081163406,-0.02442002482712269,0.03663003817200661,0.07252747565507889,-0.08864469081163406,0.07252747565507889,0.12087912112474442,0.061050061136484146,0.0,-0.6846119165420532,-0.08903883397579193,0.05184467136859894,0.18667159974575043,0.5539749264717102,0.02957608550786972,0.3305562138557434,0.16923223435878754,-0.17631793022155762,0.2010871320962906,-0.6302838325500488,-0.06866688281297684,0.0,0.0,0.0]","[-0.7331637144088745,-0.08895154297351837,0.052982352674007416,0.18912094831466675,0.5507779717445374,0.029927026480436325,0.35987037420272827,0.16525954008102417,-0.1826736479997635,0.19861596822738647,-0.6306987404823303,-0.06855673342943192]"
1772115455.398220,29,"[-0.0022695758379995823,0.0002769637212622911,0.005734370555728674,-0.001065264455974102,-0.002130528911948204,-0.004261057823896408,-0.02885400876402855,-0.009679070673882961,-0.9995367527008057,-0.0003836117684841156,0.0003836117684841156,-0.005754177458584309,0.007672235369682312,-0.03663492947816849,-0.002493476727977395,0.0011508390307426453,-0.002685282379388809,0.006905011832714081,0.0019180590752512217,0.032607004046440125,0.0007672237697988749,-0.056410256773233414,-0.008058608509600163,-0.04029304161667824,-0.04029304161667824,0.012210012413561344,0.02442002482712269,0.056410256773233414,-0.056410256773233414,0.12087912112474442,-0.024175824597477913,0.012210012413561344,0.0,-0.7331637144088745,-0.08895154297351837,0.052982352674007416,0.18912094831466675,0.5507779717445374,0.029927026480436325,0.35987037420272827,0.16525954008102417,-0.1826736479997635,0.19861596822738647,-0.6306987404823303,-0.06855673342943192,0.0,0.0,0.0]","[-0.7815965414047241,-0.0894995629787445,0.05012374371290207,0.19061197340488434,0.5507712364196777,0.029978446662425995,0.38998502492904663,0.1620246022939682,-0.1871679574251175,0.1977812945842743,-0.6316366195678711,-0.06738249957561493]"
1772115455.418092,30,"[-0.0022695758379995823,0.0002769637212622911,0.005734370555728674,-0.001065264455974102,-0.002130528911948204,-0.004261057823896408,-0.02885400876402855,-0.009679070673882961,-0.9995367527008057,-0.0003836117684841156,0.0,-0.005754177458584309,0.007672235369682312,-0.03663492947816849,-0.002493476727977395,0.0007672235369682312,-0.002685282379388809,0.006905011832714081,0.0023016708437353373,0.032415200024843216,0.0005754176527261734,-0.008058608509600163,-0.024175824597477913,-0.024175824597477913,-0.12087912112474442,0.02442002482712269,-0.012210012413561344,-0.04029304161667824,-0.008058608509600163,0.10476190596818924,-0.008058608509600163,0.04884004965424538,-0.03663003817200661,-0.7815965414047241,-0.0894995629787445,0.05012374371290207,0.19061197340488434,0.5507712364196777,0.029978446662425995,0.38998502492904663,0.1620246022939682,-0.1871679574251175,0.1977812945842743,-0.6316366195678711,-0.06738249957561493,0.0,0.0,0.0]","[-0.8309098482131958,-0.08947782218456268,0.046896517276763916,0.19327662885189056,0.5504229068756104,0.029712848365306854,0.4212748408317566,0.1594327986240387,-0.1913604438304901,0.19736769795417786,-0.632365882396698,-0.06620267033576965]"
1772115455.437298,31,"[-0.0022695758379995823,0.0002769637212622911,0.005734370555728674,-0.001065264455974102,-0.002130528911948204,-0.004261057823896408,-0.02885400876402855,-0.009679070673882961,-0.9995367527008057,-0.0003836117684841156,0.0,-0.005754177458584309,0.008055847138166428,-0.03644312545657158,-0.0023016708437353373,0.0011508390307426453,-0.002685282379388809,0.006905011832714081,0.0023016708437353373,0.032415200024843216,0.0005754176527261734,0.04029304161667824,-0.04029304161667824,0.024175824597477913,0.008058608509600163,-0.0,0.012210012413561344,0.008058608509600163,0.04029304161667824,0.07252747565507889,0.024175824597477913,0.02442002482712269,-0.012210012413561344,-0.8309098482131958,-0.08947782218456268,0.046896517276763916,0.19327662885189056,0.5504229068756104,0.029712848365306854,0.4212748408317566,0.1594327986240387,-0.1913604438304901,0.19736769795417786,-0.632365882396698,-0.06620267033576965,0.0,0.0,0.0]","[-0.8792116641998291,-0.0889611542224884,0.04361375421285629,0.1943615972995758,0.5500245094299316,0.029313132166862488,0.4523043632507324,0.15730834007263184,-0.19499360024929047,0.19703513383865356,-0.6329712867736816,-0.06487079709768295]"
1772115455.456632,32,"[-0.0022695758379995823,0.0002769637212622911,0.005734370555728674,-0.001065264455974102,-0.002130528911948204,-0.004261057823896408,-0.02885400876402855,-0.009679070673882961,-0.9995367527008057,-0.0003836117684841156,0.0,-0.005754177458584309,0.008055847138166428,-0.03644312545657158,-0.0023016708437353373,0.0011508390307426453,-0.002685282379388809,0.006905011832714081,0.0023016708437353373,0.032607004046440125,0.0007672237697988749,-0.008058608509600163,0.008058608509600163,-0.10476190596818924,-0.12087912112474442,-0.0,0.03663003817200661,-0.024175824597477913,-0.10476190596818924,0.008058608509600163,-0.15311355888843536,0.03663003817200661,0.04884004965424538,-0.8792116641998291,-0.0889611542224884,0.04361375421285629,0.1943615972995758,0.5500245094299316,0.029313132166862488,0.4523043632507324,0.15730834007263184,-0.19499360024929047,0.19703513383865356,-0.6329712867736816,-0.06487079709768295,0.0,0.0,0.0]","[-0.9287652969360352,-0.08817000687122345,0.03998506814241409,0.19691875576972961,0.5508017539978027,0.029725007712841034,0.4821210503578186,0.1552225649356842,-0.1983662098646164,0.19724491238594055,-0.6324777603149414,-0.06284293532371521]"
1772115455.478984,33,"[-0.0024875891394913197,0.0002978123666252941,0.0059766448102891445,0.0,0.00532632227987051,0.0,-0.02885400876402855,-0.009679070673882961,-0.9995367527008057,-0.0003836117684841156,0.0,-0.005754177458584309,0.008055847138166428,-0.03644312545657158,-0.0023016708437353373,0.0011508390307426453,-0.002685282379388809,0.006905011832714081,0.0023016708437353373,0.032415200024843216,0.0005754176527261734,0.024175824597477913,-0.07252747565507889,0.24981684982776642,0.008058608509600163,0.012210012413561344,0.02442002482712269,0.024175824597477913,-0.008058608509600163,-0.07252747565507889,-0.16923077404499054,-0.0,-0.012210012413561344,-0.9287652969360352,-0.08817000687122345,0.03998506814241409,0.19691875576972961,0.5508017539978027,0.029725007712841034,0.4821210503578186,0.1552225649356842,-0.1983662098646164,0.19724491238594055,-0.6324777603149414,-0.06284293532371521,0.0,0.0,0.0]","[-0.9754183292388916,-0.08701147139072418,0.03653252124786377,0.19656695425510406,0.551443874835968,0.02969842590391636,0.5119896531105042,0.15328572690486908,-0.2029055953025818,0.19754531979560852,-0.6324329972267151,-0.06108807399868965]"
1772115455.496809,34,"[-0.0024875891394913197,0.0002978123666252941,0.0059766448102891445,0.0,0.00532632227987051,0.0,-0.028087329119443893,-0.009679282084107399,-0.9995586276054382,-0.0003836117684841156,0.0003836117684841156,-0.005754177458584309,0.008055847138166428,-0.03644312545657158,-0.0023016708437353373,0.0011508390307426453,-0.002685282379388809,0.006905011832714081,0.0023016708437353373,0.032415200024843216,0.0009590296540409327,-0.07252747565507889,0.008058608509600163,-0.21758241951465607,-0.024175824597477913,-0.02442002482712269,-0.012210012413561344,-0.008058608509600163,-0.08864469081163406,0.056410256773233414,0.024175824597477913,-0.012210012413561344,0.12210012227296829,-0.9754183292388916,-0.08701147139072418,0.03653252124786377,0.19656695425510406,0.551443874835968,0.02969842590391636,0.5119896531105042,0.15328572690486908,-0.2029055953025818,0.19754531979560852,-0.6324329972267151,-0.06108807399868965,0.0,0.0,0.0]","[-1.0163580179214478,-0.08543650805950165,0.03428759425878525,0.19797542691230774,0.5498369932174683,0.02992420643568039,0.5427981615066528,0.15084993839263916,-0.20783649384975433,0.19768548011779785,-0.6317288875579834,-0.060786858201026917]"
1772115455.516192,35,"[-0.0024875891394913197,0.0002978123666252941,0.0059766448102891445,0.0,0.00532632227987051,0.0,-0.028087329119443893,-0.009679282084107399,-0.9995586276054382,-0.0003836117684841156,0.0003836117684841156,-0.005754177458584309,0.008055847138166428,-0.03644312545657158,-0.0023016708437353373,0.0011508390307426453,-0.0023016706109046936,0.006905011832714081,0.0023016708437353373,0.032415200024843216,0.0005754176527261734,-0.07252747565507889,0.04029304161667824,0.08864469081163406,0.16923077404499054,-0.0,-0.012210012413561344,0.008058608509600163,0.07252747565507889,0.15311355888843536,-0.1369963437318802,-0.061050061136484146,0.07326007634401321,-1.0163580179214478,-0.08543650805950165,0.03428759425878525,0.19797542691230774,0.5498369932174683,0.02992420643568039,0.5427981615066528,0.15084993839263916,-0.20783649384975433,0.19768548011779785,-0.6317288875579834,-0.060786858201026917,0.0,0.0,0.0]","[-1.050533413887024,-0.08453182876110077,0.03068683110177517,0.19719545543193817,0.5502758026123047,0.029449742287397385,0.5737371444702148,0.1477980762720108,-0.2110450714826584,0.19914710521697998,-0.6314828991889954,-0.05909590423107147]"
1772115455.536298,36,"[-0.0024875891394913197,0.0002978123666252941,0.0059766448102891445,0.0,0.00532632227987051,0.0,-0.028087329119443893,-0.009679282084107399,-0.9995586276054382,-0.0003836117684841156,0.0,-0.005754177458584309,0.008055847138166428,-0.03663492947816849,-0.0021098649594932795,0.0007672235369682312,-0.0023016706109046936,0.006905011832714081,0.0023016708437353373,0.032415200024843216,0.0005754176527261734,0.024175824597477913,-0.056410256773233414,0.12087912112474442,0.07252747565507889,-0.012210012413561344,-0.02442002482712269,-0.024175824597477913,0.04029304161667824,-0.04029304161667824,-0.12087912112474442,0.02442002482712269,0.012210012413561344,-1.050533413887024,-0.08453182876110077,0.03068683110177517,0.19719545543193817,0.5502758026123047,0.029449742287397385,0.5737371444702148,0.1477980762720108,-0.2110450714826584,0.19914710521697998,-0.6314828991889954,-0.05909590423107147,0.0,0.0,0.0]","[-1.0816465616226196,-0.08256329596042633,0.028976252302527428,0.19684022665023804,0.5508297681808472,0.029391150921583176,0.6052411198616028,0.14513510465621948,-0.21234501898288727,0.20169487595558167,-0.6305825114250183,-0.05798521637916565]"
1772115455.567201,37,"[-0.0024875891394913197,0.0002978123666252941,0.0059766448102891445,0.0,0.00532632227987051,0.0,-0.028087329119443893,-0.009679282084107399,-0.9995586276054382,-0.0003836117684841156,0.0,-0.005754177458584309,0.008055847138166428,-0.03663492947816849,-0.0021098649594932795,0.0007672235369682312,-0.002685282379388809,0.006905011832714081,0.0023016708437353373,0.032415200024843216,0.0005754176527261734,0.024175824597477913,-0.056410256773233414,0.12087912112474442,-0.008058608509600163,-0.012210012413561344,-0.02442002482712269,-0.024175824597477913,-0.04029304161667824,0.04029304161667824,-0.12087912112474442,-0.012210012413561344,0.07326007634401321,-1.0816465616226196,-0.08256329596042633,0.028976252302527428,0.19684022665023804,0.5508297681808472,0.029391150921583176,0.6052411198616028,0.14513510465621948,-0.21234501898288727,0.20169487595558167,-0.6305825114250183,-0.05798521637916565,0.0,0.0,0.0]","[-1.1073346138000488,-0.08073410391807556,0.02756333164870739,0.19666528701782227,0.5506924986839294,0.02966560795903206,0.6364163160324097,0.14259301126003265,-0.21330086886882782,0.2032414674758911,-0.6295381188392639,-0.056787341833114624]"
1772115455.582750,38,"[-0.0026206786278635263,0.0003988659882452339,0.0063145700842142105,-0.001065264455974102,0.02130528911948204,-0.003195793367922306,-0.028087329119443893,-0.009679282084107399,-0.9995586276054382,-0.0003836117684841156,0.0003836117684841156,-0.006137789227068424,0.008055847138166428,-0.036826737225055695,-0.0023016708437353373,0.0011508390307426453,-0.0023016706109046936,0.006905011832714081,0.0026852828450500965,0.032415200024843216,0.0005754176527261734,0.008058608509600163,0.056410256773233414,0.12087912112474442,-0.056410256773233414,0.012210012413561344,0.04884004965424538,0.008058608509600163,0.04029304161667824,-0.04029304161667824,0.024175824597477913,-0.012210012413561344,-0.02442002482712269,-1.1073346138000488,-0.08073410391807556,0.02756333164870739,0.19666528701782227,0.5506924986839294,0.02966560795903206,0.6364163160324097,0.14259301126003265,-0.21330086886882782,0.2032414674758911,-0.6295381188392639,-0.056787341833114624,0.0,0.0,0.0]","[-1.1296195983886719,-0.08011619746685028,0.028876813128590584,0.19574373960494995,0.5496108531951904,0.03003692999482155,0.6668605208396912,0.1387360692024231,-0.21734930574893951,0.20405666530132294,-0.6296104192733765,-0.05672239139676094]"
