time_s,step,observation,action_pre_scale
1776857418.541494,21,"[0.05198879539966583,-0.05628886818885803,-0.9970601797103882,0.005340407602488995,-0.008774803951382637,0.004362414591014385,0.009145433083176613,0.01994408294558525,0.0009627611143514514,-0.010334824211895466,-5.573089947574772e-05,-0.011274890042841434,0.0026314957067370415,-0.004795147571712732,0.007288624532520771,0.0026568062603473663,0.061812058091163635,0.012087912298738956,-0.0684981718659401,-0.006105006206780672,-0.00943110603839159,0.028205128386616707,0.012087912298738956,0.018774021416902542,0.06043956056237221,0.018315019086003304,0.0,-0.2909168303012848,0.7476945519447327,-1.0394271612167358,-1.5276113748550415,-1.9780669212341309,-0.4107027053833008,-0.1463693529367447,-1.4896008968353271,-2.0315778255462646,-0.3408797085285187,-0.8169271945953369,-1.046115517616272,0.0,0.0,0.0]","[-0.2891717553138733,0.7476763129234314,-1.0411038398742676,-1.536003828048706,-1.9903887510299683,-0.40722647309303284,-0.14575344324111938,-1.4926903247833252,-2.030264139175415,-0.32539886236190796,-0.7869179844856262,-1.0398814678192139]"
1776857418.561317,22,"[0.052041202783584595,-0.05689394474029541,-0.9970231652259827,0.005340407602488995,-0.009158415719866753,0.0047460258938372135,0.009145433083176613,0.019752277061343193,0.001154567115008831,-0.00995121244341135,-5.573089947574772e-05,-0.011274890042841434,0.0026314957067370415,-0.004986953921616077,0.007096818648278713,-0.02014652080833912,0.034796878695487976,0.1183166652917862,0.028205128386616707,-0.010867739096283913,0.004762735217809677,0.03773059323430061,-0.012087912298738956,-0.09267399460077286,-0.004029304254800081,-0.035287775099277496,-0.029182758182287216,-0.2891717553138733,0.7476763129234314,-1.0411038398742676,-1.536003828048706,-1.9903887510299683,-0.40722647309303284,-0.14575344324111938,-1.4926903247833252,-2.030264139175415,-0.32539886236190796,-0.7869179844856262,-1.0398814678192139,0.0,0.0,0.0]","[-0.28629162907600403,0.7479468584060669,-1.0363126993179321,-1.5310214757919312,-2.0310912132263184,-0.4106060266494751,-0.1493033915758133,-1.4869509935379028,-2.013775587081909,-0.3415246605873108,-0.7338578701019287,-1.0394574403762817]"
1776857418.581844,23,"[0.052198879420757294,-0.05736682564020157,-0.996987521648407,0.005340407602488995,-0.008774803951382637,0.0047460258938372135,0.009145433083176613,0.01994408294558525,0.001346372882835567,-0.010334824211895466,-5.573089947574772e-05,-0.010891278274357319,0.0026314957067370415,-0.004986953921616077,0.007096818648278713,0.012087912298738956,0.029574641957879066,-0.02014652080833912,-0.04432234540581703,0.004714060574769974,0.023029077798128128,-0.037633247673511505,0.012087912298738956,0.09404350817203522,0.05238095298409462,-0.018315019086003304,0.0,-0.28629162907600403,0.7479468584060669,-1.0363126993179321,-1.5310214757919312,-2.0310912132263184,-0.4106060266494751,-0.1493033915758133,-1.4869509935379028,-2.013775587081909,-0.3415246605873108,-0.7338578701019287,-1.0394574403762817,0.0,0.0,0.0]","[-0.2898080348968506,0.759985625743866,-1.0392045974731445,-1.5488030910491943,-1.9804140329360962,-0.40851065516471863,-0.1393272876739502,-1.5058404207229614,-2.0484976768493652,-0.32414430379867554,-0.7914635539054871,-1.052126407623291]"
1776857418.604147,24,"[0.05222811549901962,-0.05773158371448517,-0.9969649314880371,0.005340407602488995,-0.009158415719866753,0.0047460258938372135,0.009145433083176613,0.01994408294558525,0.001346372882835567,-0.010334824211895466,-5.573089947574772e-05,-0.011274890042841434,0.0026314957067370415,-0.004986953921616077,0.007096818648278713,-0.04432234540581703,0.010990518145263195,-0.02014652080833912,0.0684981718659401,-0.02442002482712269,0.018315019086003304,0.004029304254800081,0.036263737827539444,-0.029302522540092468,0.036263737827539444,0.012210012413561344,-0.006105006206780672,-0.2898080348968506,0.759985625743866,-1.0392045974731445,-1.5488030910491943,-1.9804140329360962,-0.40851065516471863,-0.1393272876739502,-1.5058404207229614,-2.0484976768493652,-0.32414430379867554,-0.7914635539054871,-1.052126407623291,0.0,0.0,0.0]","[-0.2917613089084625,0.7545905709266663,-1.0493375062942505,-1.5328108072280884,-1.9981021881103516,-0.41106319427490234,-0.15011925995349884,-1.5009276866912842,-2.0294113159179688,-0.34315064549446106,-0.7596642374992371,-1.0487273931503296]"
1776857418.620844,25,"[0.052398428320884705,-0.05832976847887039,-0.9969212412834167,0.005340407602488995,-0.009158415719866753,0.004362414591014385,0.009145433083176613,0.019752277061343193,0.001154567115008831,-0.010334824211895466,-0.0004393427225295454,-0.011274890042841434,0.0026314957067370415,-0.004795147571712732,0.007288624532520771,0.004029304254800081,0.036263737827539444,-0.06301365047693253,-0.012087912298738956,-0.029736381024122238,0.012998666614294052,0.004029304254800081,-0.0066034081391990185,-0.012087912298738956,0.02014652080833912,0.029736392199993134,-0.0007886504754424095,-0.2917613089084625,0.7545905709266663,-1.0493375062942505,-1.5328108072280884,-1.9981021881103516,-0.41106319427490234,-0.15011925995349884,-1.5009276866912842,-2.0294113159179688,-0.34315064549446106,-0.7596642374992371,-1.0487273931503296,0.0,0.0,0.0]","[-0.29337379336357117,0.755318820476532,-1.0494571924209595,-1.532432198524475,-1.985001802444458,-0.41031908988952637,-0.1439075618982315,-1.5047965049743652,-2.0341556072235107,-0.34986814856529236,-0.76993328332901,-1.0480901002883911]"
1776857418.640067,26,"[0.05255899578332901,-0.058806367218494415,-0.9968848824501038,0.005340407602488995,-0.009158415719866753,0.0047460258938372135,0.009145433083176613,0.019752277061343193,0.001154567115008831,-0.010334824211895466,-0.0004393427225295454,-0.011274890042841434,0.0026314957067370415,-0.004986953921616077,0.007480430416762829,-0.02014652080833912,-0.04432234540581703,-0.07482922077178955,0.004029304254800081,0.012210012413561344,-0.006105006206780672,-0.012087912298738956,-0.028205128386616707,-0.05238095298409462,-0.036263737827539444,-0.023208118975162506,0.029313113540410995,-0.29337379336357117,0.755318820476532,-1.0494571924209595,-1.532432198524475,-1.985001802444458,-0.41031908988952637,-0.1439075618982315,-1.5047965049743652,-2.0341556072235107,-0.34986814856529236,-0.76993328332901,-1.0480901002883911,0.0,0.0,0.0]","[-0.29135340452194214,0.7630949020385742,-1.0534303188323975,-1.52400541305542,-1.9831959009170532,-0.4115501940250397,-0.1406264454126358,-1.50599205493927,-2.0325043201446533,-0.37633630633354187,-0.7659727931022644,-1.0578820705413818]"
1776857418.661968,27,"[0.05273905396461487,-0.05952613800764084,-0.9968327283859253,0.005340407602488995,-0.009158415719866753,0.004362414591014385,0.009145433083176613,0.01994408294558525,0.001346372882835567,-0.010334824211895466,-5.573089947574772e-05,-0.011274890042841434,0.0026314957067370415,-0.004795147571712732,0.007288624532520771,-0.028205128386616707,-0.04432234540581703,-0.029211414977908134,-0.028205128386616707,-0.019887572154402733,0.03505748137831688,-0.02014652080833912,-0.003023006021976471,-0.012087912298738956,0.05238095298409462,-0.0015725428238511086,0.019887572154402733,-0.29135340452194214,0.7630949020385742,-1.0534303188323975,-1.52400541305542,-1.9831959009170532,-0.4115501940250397,-0.1406264454126358,-1.50599205493927,-2.0325043201446533,-0.37633630633354187,-0.7659727931022644,-1.0578820705413818,0.0,0.0,0.0]","[-0.28790003061294556,0.7697075009346008,-1.0528886318206787,-1.5336045026779175,-1.9833240509033203,-0.41161611676216125,-0.13520294427871704,-1.516132116317749,-2.0444748401641846,-0.36923947930336,-0.7810511589050293,-1.0586133003234863]"
1776857418.682098,28,"[0.05261746793985367,-0.059535883367061615,-0.9968385696411133,0.00572401937097311,-0.009158415719866753,0.004362414591014385,0.009145433083176613,0.02013588882982731,0.001154567115008831,-0.00995121244341135,-5.573089947574772e-05,-0.011274890042841434,0.0026314957067370415,-0.004795147571712732,0.007288624532520771,0.0055439951829612255,-0.036263737827539444,0.012087912298738956,0.09267399460077286,0.016996663063764572,0.025738384574651718,0.0055439951829612255,0.012087912298738956,0.02014652080833912,-0.08461538702249527,-0.006105006206780672,0.012210012413561344,-0.28790003061294556,0.7697075009346008,-1.0528886318206787,-1.5336045026779175,-1.9833240509033203,-0.41161611676216125,-0.13520294427871704,-1.516132116317749,-2.0444748401641846,-0.36923947930336,-0.7810511589050293,-1.0586133003234863,0.0,0.0,0.0]","[-0.2910118103027344,0.7686131596565247,-1.0526204109191895,-1.53834068775177,-2.0056703090667725,-0.41620028018951416,-0.1394713819026947,-1.5192455053329468,-2.0481672286987305,-0.3725891709327698,-0.7630539536476135,-1.0627896785736084]"
1776857418.704930,29,"[0.052384041249752045,-0.05967696011066437,-0.9968423843383789,0.005340407602488995,-0.009158415719866753,0.004362414591014385,0.009145433083176613,0.02013588882982731,0.001154567115008831,-0.00995121244341135,-0.0004393427225295454,-0.010891278274357319,0.0026314957067370415,-0.004986953921616077,0.007096818648278713,-0.006280732806771994,0.02014652080833912,0.036263737827539444,0.004029304254800081,0.02442002482712269,0.006105006206780672,0.012087912298738956,-0.06269098818302155,0.05463238060474396,0.004029304254800081,-0.005155031103640795,0.0009499876759946346,-0.2910118103027344,0.7686131596565247,-1.0526204109191895,-1.53834068775177,-2.0056703090667725,-0.41620028018951416,-0.1394713819026947,-1.5192455053329468,-2.0481672286987305,-0.3725891709327698,-0.7630539536476135,-1.0627896785736084,0.0,0.0,0.0]","[-0.29086315631866455,0.7762104272842407,-1.0508829355239868,-1.5526238679885864,-2.009500741958618,-0.41185262799263,-0.1346835196018219,-1.5297318696975708,-2.058403253555298,-0.35397785902023315,-0.747223973274231,-1.063600778579712]"
1776857418.722942,30,"[0.05215061455965042,-0.05981803685426712,-0.9968461990356445,0.005340407602488995,-0.009158415719866753,0.004362414591014385,0.009145433083176613,0.02013588882982731,0.001154567115008831,-0.010334824211895466,-5.573089947574772e-05,-0.011274890042841434,0.0026314957067370415,-0.004795147571712732,0.007288624532520771,-0.02014652080833912,-0.004029304254800081,-0.02014652080833912,0.036263737827539444,0.006105006206780672,0.012210012413561344,-0.021692756563425064,-0.02665889263153076,-0.005575540009886026,-0.012087912298738956,0.02311745285987854,0.0414324589073658,-0.29086315631866455,0.7762104272842407,-1.0508829355239868,-1.5526238679885864,-2.009500741958618,-0.41185262799263,-0.1346835196018219,-1.5297318696975708,-2.058403253555298,-0.35397785902023315,-0.747223973274231,-1.063600778579712,0.0,0.0,0.0]","[-0.29282718896865845,0.7724173069000244,-1.0568197965621948,-1.5446423292160034,-2.0092763900756836,-0.41264548897743225,-0.14001986384391785,-1.5256661176681519,-2.047449827194214,-0.3624885082244873,-0.7343747615814209,-1.0638927221298218]"
1776857418.741230,31,"[0.05166816711425781,-0.059854164719581604,-0.9968691468238831,0.005340407602488995,-0.009158415719866753,0.004362414591014385,0.009145433083176613,0.01994408294558525,0.001346372882835567,-0.010334824211895466,-5.573089947574772e-05,-0.011274890042841434,0.0026314957067370415,-0.004795147571712732,0.007288624532520771,0.028205128386616707,0.004029304254800081,-0.012087912298738956,-0.09267399460077286,-0.02285289205610752,0.016747882589697838,-0.004029304254800081,0.02014652080833912,-0.036263737827539444,0.004029304254800081,0.0,-0.006105006206780672,-0.29282718896865845,0.7724173069000244,-1.0568197965621948,-1.5446423292160034,-2.0092763900756836,-0.41264548897743225,-0.14001986384391785,-1.5256661176681519,-2.047449827194214,-0.3624885082244873,-0.7343747615814209,-1.0638927221298218,0.0,0.0,0.0]","[-0.2902739942073822,0.7661581635475159,-1.0593611001968384,-1.5494201183319092,-2.022573232650757,-0.4158027768135071,-0.14306645095348358,-1.521228313446045,-2.0406675338745117,-0.35554105043411255,-0.7284050583839417,-1.0575547218322754]"
1776857418.761268,32,"[0.05142109841108322,-0.05987650901079178,-0.9968805313110352,0.005340407602488995,-0.009158415719866753,0.004362414591014385,0.009145433083176613,0.01994408294558525,0.001346372882835567,-0.00995121244341135,-0.0004393427225295454,-0.011274890042841434,0.0026314957067370415,-0.004795147571712732,0.007288624532520771,-0.028205128386616707,0.004029304254800081,-0.07655677944421768,0.06043956056237221,0.012210012413561344,-0.006105006206780672,-0.0021826904267072678,-0.005875918548554182,-0.06043956056237221,0.04432234540581703,0.018315019086003304,-0.03663003817200661,-0.2902739942073822,0.7661581635475159,-1.0593611001968384,-1.5494201183319092,-2.022573232650757,-0.4158027768135071,-0.14306645095348358,-1.521228313446045,-2.0406675338745117,-0.35554105043411255,-0.7284050583839417,-1.0575547218322754,0.0,0.0,0.0]","[-0.29116424918174744,0.7644972205162048,-1.0548268556594849,-1.5342738628387451,-2.0138144493103027,-0.41174042224884033,-0.14401452243328094,-1.514372706413269,-2.027193069458008,-0.36873161792755127,-0.7154741287231445,-1.0545710325241089]"
1776857418.781085,33,"[0.05117402970790863,-0.059898823499679565,-0.9968918561935425,0.005340407602488995,-0.008774803951382637,0.004362414591014385,0.009145433083176613,0.02013588882982731,0.001154567115008831,-0.010334824211895466,-0.0004393427225295454,-0.011274890042841434,0.0026314957067370415,-0.004795147571712732,0.007288624532520771,0.004029304254800081,-0.01877368986606598,-0.15714286267757416,-0.07655677944421768,0.016925731673836708,-0.023030735552310944,-0.05375378206372261,-0.036263737827539444,-0.14908425509929657,0.02014652080833912,0.030525030568242073,-0.02442002482712269,-0.29116424918174744,0.7644972205162048,-1.0548268556594849,-1.5342738628387451,-2.0138144493103027,-0.41174042224884033,-0.14401452243328094,-1.514372706413269,-2.027193069458008,-0.36873161792755127,-0.7154741287231445,-1.0545710325241089,0.0,0.0,0.0]","[-0.2890951633453369,0.7594062685966492,-1.0547149181365967,-1.5156817436218262,-1.980985403060913,-0.40807121992111206,-0.1412062793970108,-1.5032111406326294,-2.0070669651031494,-0.38909485936164856,-0.7377675771713257,-1.049498200416565]"
1776857418.800595,34,"[0.05117402970790863,-0.059898823499679565,-0.9968918561935425,0.005340407602488995,-0.009158415719866753,0.004362414591014385,0.009145433083176613,0.019752277061343193,0.001154567115008831,-0.010334824211895466,-5.573089947574772e-05,-0.011274890042841434,0.0026314957067370415,-0.004986953921616077,0.007480430416762829,-0.028205128386616707,-0.04603862017393112,-0.0684981718659401,-0.02014652080833912,-0.028089899569749832,0.02442002482712269,-0.02014652080833912,-0.010371639393270016,0.05238095298409462,-0.012087912298738956,-0.004887451883405447,0.023202460259199142,-0.2890951633453369,0.7594062685966492,-1.0547149181365967,-1.5156817436218262,-1.980985403060913,-0.40807121992111206,-0.1412062793970108,-1.5032111406326294,-2.0070669651031494,-0.38909485936164856,-0.7377675771713257,-1.049498200416565,0.0,0.0,0.0]","[-0.2869418263435364,0.7732864022254944,-1.0447088479995728,-1.5297802686691284,-1.9683611392974854,-0.4108130931854248,-0.1297711580991745,-1.5167872905731201,-2.036590099334717,-0.3781997859477997,-0.7720556855201721,-1.0632356405258179]"
1776857418.820487,35,"[0.05117402970790863,-0.059898823499679565,-0.9968918561935425,0.005340407602488995,-0.009158415719866753,0.004362414591014385,0.009145433083176613,0.01994408294558525,0.001346372882835567,-0.00995121244341135,-5.573089947574772e-05,-0.011274890042841434,0.0026314957067370415,-0.004795147571712732,0.007288624532520771,-0.012087912298738956,-0.05238095298409462,-0.04432234540581703,-0.06043956056237221,-0.01342650968581438,0.029308531433343887,-0.010369502007961273,0.04432234540581703,-0.004029304254800081,0.012087912298738956,0.004888521041721106,0.01342650968581438,-0.2869418263435364,0.7732864022254944,-1.0447088479995728,-1.5297802686691284,-1.9683611392974854,-0.4108130931854248,-0.1297711580991745,-1.5167872905731201,-2.036590099334717,-0.3781997859477997,-0.7720556855201721,-1.0632356405258179,0.0,0.0,0.0]","[-0.2869695723056793,0.7703071236610413,-1.0549166202545166,-1.5386959314346313,-1.9889510869979858,-0.41437938809394836,-0.13885125517845154,-1.5192134380340576,-2.0366415977478027,-0.36674854159355164,-0.7638599872589111,-1.0614818334579468]"
1776857418.842310,36,"[0.05128587782382965,-0.059767499566078186,-0.9968940019607544,0.005340407602488995,-0.009158415719866753,0.004362414591014385,0.009145433083176613,0.019752277061343193,0.001154567115008831,-0.00995121244341135,-5.573089947574772e-05,-0.011274890042841434,0.0026314957067370415,-0.004795147571712732,0.007288624532520771,-0.036263737827539444,0.004029304254800081,0.004029304254800081,-0.05238095298409462,-0.041324183344841,0.001410862896591425,0.004029304254800081,0.012087912298738956,0.04432234540581703,0.028205128386616707,0.0,0.018315019086003304,-0.2869695723056793,0.7703071236610413,-1.0549166202545166,-1.5386959314346313,-1.9889510869979858,-0.41437938809394836,-0.13885125517845154,-1.5192134380340576,-2.0366415977478027,-0.36674854159355164,-0.7638599872589111,-1.0614818334579468,0.0,0.0,0.0]","[-0.28728362917900085,0.77274489402771,-1.0513440370559692,-1.5519500970840454,-2.0060994625091553,-0.41306087374687195,-0.13779795169830322,-1.5233519077301025,-2.044083595275879,-0.34648245573043823,-0.7390028834342957,-1.061973214149475]"
1776857418.861245,37,"[0.05129561573266983,-0.059889085590839386,-0.9968861937522888,0.005340407602488995,-0.008774803951382637,0.004362414591014385,0.009145433083176613,0.01994408294558525,0.001346372882835567,-0.010334824211895466,-5.573089947574772e-05,-0.011274890042841434,0.0026314957067370415,-0.004795147571712732,0.007288624532520771,0.02014652080833912,0.029668152332305908,-0.004029304254800081,0.06043956056237221,0.004760815761983395,-0.0013441932387650013,-0.037726759910583496,-0.02014652080833912,-0.02014652080833912,0.04432234540581703,0.018315019086003304,0.012210012413561344,-0.28728362917900085,0.77274489402771,-1.0513440370559692,-1.5519500970840454,-2.0060994625091553,-0.41306087374687195,-0.13779795169830322,-1.5233519077301025,-2.044083595275879,-0.34648245573043823,-0.7390028834342957,-1.061973214149475,0.0,0.0,0.0]","[-0.2916492819786072,0.7694833874702454,-1.0510785579681396,-1.546431303024292,-1.9996060132980347,-0.40971192717552185,-0.14035800099372864,-1.5219463109970093,-2.038203001022339,-0.35178014636039734,-0.728659987449646,-1.0570034980773926]"
1776857418.880762,38,"[0.05130535364151001,-0.060010671615600586,-0.9968783855438232,0.005340407602488995,-0.009158415719866753,0.004362414591014385,0.009145433083176613,0.01994408294558525,0.0009627611143514514,-0.010334824211895466,-5.573089947574772e-05,-0.011274890042841434,0.0026314957067370415,-0.004795147571712732,0.007288624532520771,0.012087912298738956,-0.03803723305463791,-0.02014652080833912,-0.036263737827539444,0.0,-0.028147123754024506,0.004029304254800081,-0.012087912298738956,-0.02014652080833912,-0.10879120975732803,0.018315019086003304,0.03663003817200661,-0.2916492819786072,0.7694833874702454,-1.0510785579681396,-1.546431303024292,-1.9996060132980347,-0.40971192717552185,-0.14035800099372864,-1.5219463109970093,-2.038203001022339,-0.35178014636039734,-0.728659987449646,-1.0570034980773926,0.0,0.0,0.0]","[-0.2906748056411743,0.7681829929351807,-1.0542120933532715,-1.5462493896484375,-2.0197384357452393,-0.41711392998695374,-0.14150243997573853,-1.5188366174697876,-2.035644054412842,-0.3636155426502228,-0.712307333946228,-1.0653746128082275]"
1776857418.900280,39,"[0.05133456736803055,-0.060375429689884186,-0.9968549013137817,0.005340407602488995,-0.009158415719866753,0.0047460258938372135,0.009145433083176613,0.02013588882982731,0.001154567115008831,-0.00995121244341135,-0.0004393427225295454,-0.011274890042841434,0.0026314957067370415,-0.004795147571712732,0.007288624532520771,0.012087912298738956,-0.004029304254800081,0.05391526594758034,-0.012087912298738956,0.01700647920370102,-0.001308536622673273,-0.010553587228059769,-0.013622239232063293,0.028205128386616707,-0.08461538702249527,0.006105006206780672,0.012210012413561344,-0.2906748056411743,0.7681829929351807,-1.0542120933532715,-1.5462493896484375,-2.0197384357452393,-0.41711392998695374,-0.14150243997573853,-1.5188366174697876,-2.035644054412842,-0.3636155426502228,-0.712307333946228,-1.0653746128082275,0.0,0.0,0.0]","[-0.2881392538547516,0.7735384106636047,-1.0492994785308838,-1.560746431350708,-2.03433895111084,-0.4175671637058258,-0.13873441517353058,-1.5274847745895386,-2.048218011856079,-0.35151079297065735,-0.7023044228553772,-1.0661503076553345]"
1776857418.920523,40,"[0.051495105028152466,-0.060852035880088806,-0.9968177080154419,0.005340407602488995,-0.009158415719866753,0.004362414591014385,0.009145433083176613,0.01994408294558525,0.0009627611143514514,-0.00995121244341135,-5.573089947574772e-05,-0.011274890042841434,0.0026314957067370415,-0.004795147571712732,0.007288624532520771,0.004029304254800081,-0.02014652080833912,0.026723600924015045,-0.06043956056237221,-0.004770074971020222,-0.01087508350610733,0.004029304254800081,0.029686670750379562,0.02014652080833912,0.05238095298409462,-0.006105006206780672,0.0,-0.2881392538547516,0.7735384106636047,-1.0492994785308838,-1.560746431350708,-2.03433895111084,-0.4175671637058258,-0.13873441517353058,-1.5274847745895386,-2.048218011856079,-0.35151079297065735,-0.7023044228553772,-1.0661503076553345,0.0,0.0,0.0]","[-0.288688600063324,0.7766361236572266,-1.0588840246200562,-1.5744935274124146,-2.0442748069763184,-0.4189230501651764,-0.14212334156036377,-1.5343979597091675,-2.057009696960449,-0.33312684297561646,-0.6946817636489868,-1.0684196949005127]"
1776857418.942212,41,"[0.051655642688274384,-0.061328642070293427,-0.9967802166938782,0.005340407602488995,-0.008774803951382637,0.004362414591014385,0.009145433083176613,0.02013588882982731,0.001154567115008831,-0.00995121244341135,-0.0004393427225295454,-0.011274890042841434,0.0026314957067370415,-0.004986953921616077,0.007480430416762829,-0.012087912298738956,0.03786475211381912,0.012087912298738956,-0.02014652080833912,0.017039824277162552,0.023144833743572235,-0.036263737827539444,-0.08621640503406525,-0.028205128386616707,-0.012087912298738956,-0.004829823970794678,0.023144831880927086,-0.288688600063324,0.7766361236572266,-1.0588840246200562,-1.5744935274124146,-2.0442748069763184,-0.4189230501651764,-0.14212334156036377,-1.5343979597091675,-2.057009696960449,-0.33312684297561646,-0.6946817636489868,-1.0684196949005127,0.0,0.0,0.0]","[-0.2924019396305084,0.7802847623825073,-1.0594348907470703,-1.5655748844146729,-2.0347883701324463,-0.41436073184013367,-0.14079713821411133,-1.538688063621521,-2.052250862121582,-0.34716537594795227,-0.6766548752784729,-1.0677546262741089]"
1776857418.963034,42,"[0.05167227238416672,-0.06156781315803528,-0.9967642426490784,0.005340407602488995,-0.008774803951382637,0.0047460258938372135,0.009529044851660728,0.02013588882982731,0.001154567115008831,-0.00995121244341135,-0.0004393427225295454,-0.011274890042841434,0.0026314957067370415,-0.004795147571712732,0.007288624532520771,0.012087912298738956,0.06043956056237221,0.06087870895862579,0.13340619206428528,0.012210012413561344,-0.018315019086003304,0.004029304254800081,0.028205128386616707,-0.02014652080833912,0.02014652080833912,-0.0018561119213700294,0.007961127907037735,-0.2924019396305084,0.7802847623825073,-1.0594348907470703,-1.5655748844146729,-2.0347883701324463,-0.41436073184013367,-0.14079713821411133,-1.538688063621521,-2.052250862121582,-0.34716537594795227,-0.6766548752784729,-1.0677546262741089,0.0,0.0,0.0]","[-0.2930598258972168,0.7724406719207764,-1.0565255880355835,-1.5672882795333862,-2.055850028991699,-0.4182611405849457,-0.14447076618671417,-1.5347294807434082,-2.050401449203491,-0.3452827036380768,-0.6674011945724487,-1.0630106925964355]"
